Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Especialidade;Sub-Especialidade;Complexidade;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;80.0;73.0;91.25;2;88.75;7.0;7;0.0;0.0;22.29
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2340194 / HOSPITAL ESTADUAL DE LUZIANIA;ENTORNO SUL;UROLOGIA;UROLOGIA GERAL;ALTA;80.0;29.0;36.25;29;0.0;51.0;36;15.0;29.41;17.89
2025/03;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2340720 / CEMAB CENTRO MEDICO AUGUSTA BASTOS;SUDOESTE I;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;139.0;102.0;73.38;6;69.06;37.0;35;2.0;5.41;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;CIRURGIA;CIRURGIA GERAL;ALTA;90.0;3.0;3.33;3;0.0;87.0;65;11.0;12.64;63.65
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;60.0;21.0;35.0;21;0.0;39.0;35;3.0;7.69;4.81
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;60.0;53.0;88.33;4;81.67;7.0;7;0.0;0.0;8.28
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;120.0;37.0;30.83;2;29.17;83.0;69;0.0;0.0;13.76
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2343525 / HOSPITAL DE CARIDADE SAO PEDRO D ALCANTARA;RIO VERMELHO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;35.0;35.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;CIRURGIA;CIRURGIA GERAL;ALTA;208.0;177.0;85.1;31;70.19;31.0;0;7.0;22.58;5.06
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;44.0;2.0;4.55;2;0.0;42.0;0;9.0;21.43;24.89
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;118.0;106.0;89.83;8;83.05;12.0;0;4.0;33.33;21.33
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;217.0;149.0;68.66;89;27.65;68.0;0;29.0;42.65;5.67
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PÉ E TORNOZELO;ALTA;28.0;10.0;35.71;9;3.57;18.0;0;7.0;38.89;115.38
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2361949 / HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;SAO PATRICIO II;UROLOGIA;UROLOGIA GERAL;ALTA;40.0;8.0;20.0;8;0.0;32.0;0;6.0;18.75;7.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;CIRURGIA;CIRURGIA GERAL;ALTA;120.0;28.0;23.33;9;15.83;92.0;72;13.0;14.13;4.38
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;35.0;24.0;68.57;3;60.0;11.0;11;0.0;0.0;8.35
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2382474 / HOSPITAL ESTADUAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;OESTE II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;76.0;36.0;47.37;36;0.0;40.0;26;14.0;35.0;39.89
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;CIRURGIA;CIRURGIA GERAL;ALTA;210.0;138.0;65.71;17;57.62;72.0;68;4.0;5.56;4.6
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;221.0;132.0;59.73;88;19.91;89.0;84;5.0;5.62;9.55
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;NEUROLOGIA;NEUROLOGIA GERAL;ALTA;52.0;18.0;34.62;11;13.46;34.0;29;5.0;14.71;13.25
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;OFTALMOLOGIA;OFTALMOLOGIA BLEFAROPLASTIA;ALTA;181.0;87.0;48.07;16;39.23;94.0;85;8.0;8.51;21.05
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;210.0;87.0;41.43;50;17.62;121.0;54;17.0;14.05;146.04
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;113.0;74.0;65.49;11;55.75;39.0;34;5.0;12.82;4.95
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;PEDIATRIA;PEDIATRIA GERAL;ALTA;105.0;95.0;90.48;20;71.43;10.0;8;2.0;20.0;5.45
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2437783 / HOSPITAL ESTADUAL DE PIRENOPOLIS ERNESTINA LOPES JAIME;PIRENEUS;PSIQUIATRIA;PSIQUIATRIA GERAL;ALTA;73.0;56.0;76.71;3;72.6;17.0;10;6.0;35.29;7.25
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;CIRURGIA;CIRURGIA GERAL;ALTA;87.0;58.0;66.67;0;66.67;29.0;29;0.0;0.0;9.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;35.0;5.0;14.29;3;5.71;30.0;21;9.0;30.0;30.17
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;5.0;2.0;40.0;2;0.0;3.0;1;2.0;66.67;134.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA MÃO E PUNHO;ALTA;16.0;10.0;62.5;10;0.0;6.0;2;3.0;50.0;114.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA OMBRO E COTOVELO;ALTA;6.0;2.0;33.33;2;0.0;4.0;3;1.0;25.0;152.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442477 / HOSPITAL MUNICIPAL HENRIQUE ANTONIO SANTILO;NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PÉ E TORNOZELO;ALTA;6.0;4.0;66.67;4;0.0;2.0;0;2.0;100.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;ANGIOLOGIA;ANGIOLOGIA ARTERIOGRAFIA;ALTA;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;308.2
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA ANGIOPLASTIA;ALTA;16.0;6.0;37.5;6;0.0;10.0;7;3.0;30.0;10.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA CATETERISMO;ALTA;49.0;1.0;2.04;1;0.0;48.0;40;5.0;10.42;53.34
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA CIRURGICA;ALTA;12.0;0.0;0.0;0;0.0;12.0;10;2.0;16.67;181.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CARDIOLOGIA;CARDIOLOGIA MARCAPASSO;ALTA;20.0;0.0;0.0;0;0.0;20.0;20;0.0;0.0;48.7
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CIRURGIA;CIRURGIA GERAL;ALTA;5.0;5.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;ALTA;43.0;13.0;30.23;13;0.0;30.0;23;7.0;23.33;134.97
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442604 / HOSPITAL NASR FAIAD;ESTRADA DE FERRO;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;10.0;1.0;10.0;1;0.0;9.0;9;0.0;0.0;9.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;CIRURGIA;CIRURGIA GERAL;ALTA;172.0;110.0;63.95;10;58.14;62.0;0;0.0;0.0;3.72
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;54.0;23.0;42.59;4;35.19;31.0;0;0.0;0.0;9.16
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA JOELHO;ALTA;9.0;1.0;11.11;1;0.0;8.0;0;0.0;0.0;282.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA MÃO E PUNHO;ALTA;13.0;1.0;7.69;1;0.0;12.0;0;1.0;8.33;138.36
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA OMBRO;ALTA;3.0;0.0;0.0;0;0.0;3.0;0;0.0;0.0;141.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA OMBRO E COTOVELO;ALTA;18.0;3.0;16.67;3;0.0;15.0;0;1.0;6.67;172.15
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA QUADRIL;ALTA;13.0;13.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442612 / SANTA CASA DE MISERICORDIA DE CATALAO;ESTRADA DE FERRO;UROLOGIA;UROLOGIA GERAL;ALTA;96.0;29.0;30.21;29;0.0;67.0;0;1.0;1.49;7.13
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442620 / HOSPITAL E MATERNIDADE SAO NICOLAU;ESTRADA DE FERRO;CIRURGIA;CIRURGIA GERAL;ALTA;56.0;13.0;23.21;1;21.43;43.0;38;5.0;11.63;4.13
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442620 / HOSPITAL E MATERNIDADE SAO NICOLAU;ESTRADA DE FERRO;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;ALTA;15.0;2.0;13.33;2;0.0;13.0;6;4.0;30.77;71.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442620 / HOSPITAL E MATERNIDADE SAO NICOLAU;ESTRADA DE FERRO;NEUROCIRURGIA;NEUROCIRURGIA GERAL;ALTA;50.0;42.0;84.0;37;10.0;8.0;4;4.0;50.0;582.26
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2442620 / HOSPITAL E MATERNIDADE SAO NICOLAU;ESTRADA DE FERRO;UROLOGIA;UROLOGIA GERAL;ALTA;52.0;7.0;13.46;7;0.0;45.0;37;8.0;17.78;8.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;DERMATOLOGIA;DERMATOLOGIA FOTOTERAPIA;ALTA;27.0;27.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;DERMATOLOGIA;DERMATOLOGIA GERAL;ALTA;37.0;6.0;16.22;6;0.0;31.0;17;14.0;45.16;121.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;INFECTOLOGIA;INFECTOLOGIA GERAL;ALTA;87.0;5.0;5.75;1;4.6;82.0;68;14.0;17.07;3.14
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2506661 / HOSPITAL ESTADUAL DOENCAS TROPICAIS DR ANUAR AUAD HDT;CENTRAL;INFECTOLOGIA;INFECTOLOGIA PEDIATRICA;ALTA;14.0;0.0;0.0;0;0.0;14.0;6;8.0;57.14;162.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2506815 / HOSPITAL DE CANCER;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE MEDULA OSSEA;ALTA;11.0;6.0;54.55;0;54.55;5.0;0;0.0;0.0;0.67
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2534967 / HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD;ENTORNO NORTE;CIRURGIA;CIRURGIA GERAL;ALTA;200.0;34.0;17.0;34;0.0;166.0;132;34.0;20.48;43.54
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2534967 / HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD;ENTORNO NORTE;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;50.0;31.0;62.0;6;50.0;19.0;13;6.0;31.58;7.92
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2534967 / HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD;ENTORNO NORTE;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;60.0;10.0;16.67;10;0.0;50.0;45;5.0;10.0;12.05
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2534967 / HOSPITAL ESTADUAL DE FORMOSA DR CESAR SAAD FAYAD;ENTORNO NORTE;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;80.0;44.0;55.0;3;51.25;36.0;20;16.0;44.44;1.8
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;CIRURGIA;CIRURGIA GERAL;ALTA;80.0;37.0;46.25;20;21.25;43.0;36;7.0;16.28;7.2
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;90.0;39.0;43.33;24;16.67;51.0;44;7.0;13.73;5.14
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;48.0;19.0;39.58;19;0.0;29.0;23;6.0;20.69;8.19
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;200.0;166.0;83.0;14;76.0;34.0;25;9.0;26.47;32.29
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;50.0;8.0;16.0;8;0.0;42.0;30;12.0;28.57;135.16
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;90.0;40.0;44.44;40;0.0;50.0;35;15.0;30.0;146.73
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA PEDIATRICA;ALTA;12.0;2.0;16.67;2;0.0;10.0;6;4.0;40.0;782.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535556 / HOSPITAL ESTADUAL DE JATAI DR SERAFIM DE CARVALHO;SUDOESTE II;UROLOGIA;UROLOGIA GERAL;ALTA;60.0;11.0;18.33;11;0.0;49.0;33;15.0;30.61;33.46
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;FISIATRIA;FISIATRIA REABILITAÇÃO FÍSICA;ALTA;124.0;3.0;2.42;3;0.0;121.0;82;36.0;29.75;42.69
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;FISIOTERAPIA;FISIOTERAPIA GERAL;ALTA;190.0;189.0;99.47;12;93.16;1.0;0;1.0;100.0;23.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;440.0;69.0;15.68;69;0.0;371.0;272;87.0;23.45;31.49
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;80.0;9.0;11.25;9;0.0;71.0;51;20.0;28.17;37.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2535939 / HOSPITAL SAO COTTOLENGO;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA REABILITAÇÃO AUDITIVA;ALTA;176.0;11.0;6.25;11;0.0;165.0;121;8.0;4.85;161.55
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;CIRURGIA;CIRURGIA GERAL;ALTA;168.0;137.0;81.55;36;60.12;31.0;25;6.0;19.35;4.53
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;36.0;13.0;36.11;13;0.0;23.0;19;4.0;17.39;119.79
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;ALTA;32.0;32.0;100.0;32;0.0;0.0;0;0.0;0.0;379.5
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;NEUROCIRURGIA;NEUROCIRURGIA GERAL;ALTA;101.0;78.0;77.23;73;4.95;23.0;14;8.0;34.78;270.2
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA DERMATOLOGIA;ALTA;15.0;12.0;80.0;8;26.67;3.0;3;0.0;0.0;3.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA GERAL;ALTA;192.0;188.0;97.92;4;95.83;4.0;2;2.0;50.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA MASTOLOGIA;ALTA;60.0;57.0;95.0;2;91.67;3.0;1;2.0;66.67;2.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ONCOLOGIA CLINICA;ONCOLOGIA CLÍNICA GASTROENTEROLOGIA;ALTA;20.0;19.0;95.0;3;80.0;1.0;1;0.0;0.0;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA GERAL;ALTA;63.0;48.0;76.19;43;7.94;15.0;9;6.0;40.0;5.2
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;ALTA;32.0;15.0;46.88;15;0.0;17.0;12;5.0;29.41;211.67
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;PNEUMOLOGIA;PNEUMOLOGIA GERAL;ALTA;24.0;8.0;33.33;1;29.17;16.0;11;5.0;31.25;0.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2589265 / HOSPITAL ESTADUAL DE ITUMBIARA SAO MARCOS;SUL;UROLOGIA;UROLOGIA GERAL;ALTA;75.0;9.0;12.0;9;0.0;66.0;45;21.0;31.82;4.89
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;CARDIOLOGIA;CARDIOLOGIA GERAL;MEDIA;103.0;16.0;15.53;16;0.0;87.0;57;30.0;34.48;30.51
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;MEDIA;170.0;33.0;19.41;33;0.0;137.0;92;45.0;32.85;217.63
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;DERMATOLOGIA;DERMATOLOGIA GERAL;MEDIA;428.0;53.0;12.38;53;0.0;375.0;223;152.0;40.53;40.45
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA GERAL;MEDIA;116.0;40.0;34.48;40;0.0;76.0;49;27.0;35.53;30.84
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;ENFERMEIRO;ENFERMEIRO FERIDAS CRÔNICAS;MEDIA;30.0;24.0;80.0;1;76.67;6.0;2;4.0;66.67;15.0
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;FISIOTERAPIA;FISIOTERAPIA GERAL;MEDIA;56.0;55.0;98.21;2;94.64;1.0;0;1.0;100.0;32.24
2025/03;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;FONOAUDIOLOGIA;FONOAUDIOLOGIA GERAL;MEDIA;36.0;9.0;25.0;9;0.0;27.0;11;16.0;59.26;168.2
