Mês;Central Regulação;Unidade de saúde;Unidade de saúde/Região;Especialidade;Sub-Especialidade;Complexidade;Vagas ofertadas;Vagas não preenchidas;Perda primária;Agendamentos cancelados pelo solicitante ou rotina automática;Perda primária sem cancelamentos;Agendamentos;Compareceu;Faltantes;Perda secundária;Tempo médio de espera (Dias)
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA JOELHO;MEDIA;194.0;0.0;0.0;0;0.0;194.0;143;51.0;26.29;153.82
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;PNEUMOLOGIA;PNEUMOLOGIA GERAL;MEDIA;15.0;0.0;0.0;0;0.0;15.0;9;6.0;40.0;87.83
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;PSICOLOGIA;PSICOLOGIA GERAL;MEDIA;44.0;13.0;29.55;13;0.0;31.0;9;22.0;70.97;6.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;PSIQUIATRIA;PSIQUIATRIA GERAL;MEDIA;96.0;45.0;46.88;33;12.5;51.0;24;27.0;52.94;2.2
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;REUMATOLOGIA;REUMATOLOGIA GERAL;MEDIA;24.0;1.0;4.17;1;0.0;23.0;18;5.0;21.74;492.2
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2653818 / HOSPITAL ESTADUAL DERMATOLOGIA SANIT COLONIA STA MARTA HDS;CENTRAL;TERAPIA OCUPACIONAL;TERAPIA OCUPACIONAL GERAL;MEDIA;48.0;48.0;100.0;1;97.92;0.0;0;0.0;0.0;0.0
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO DE ESTRABISMO;ALTA;3.0;0.0;0.0;0;0.0;3.0;3;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO DE ESTRABISMO;ALTA;30.0;1.0;3.33;1;0.0;29.0;14;15.0;51.72;71.69
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO DE RETINOPATIA DIABÉTICA;ALTA;3.0;0.0;0.0;0;0.0;3.0;3;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO DE RETINOPATIA DIABÉTICA;ALTA;80.0;1.0;1.25;1;0.0;79.0;55;24.0;30.38;192.78
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - 0 A 8 ANOS;ALTA;42.0;0.0;0.0;0;0.0;42.0;18;24.0;57.14;174.48
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - 0 A 8 ANOS;ALTA;171.0;0.0;0.0;0;0.0;171.0;171;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - A PARTIR  DE 9 ANOS;ALTA;770.0;2.0;0.26;2;0.0;768.0;481;287.0;37.37;293.87
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OCI AVALIAÇÃO INICIAL EM OFTALMOLOGIA - A PARTIR  DE 9 ANOS;ALTA;6550.0;0.0;0.0;0;0.0;6550.0;6550;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;200.0;2.0;1.0;2;0.0;198.0;147;51.0;25.76;23.38
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA CATARATA;ALTA;42.0;0.0;0.0;0;0.0;42.0;42;0.0;0.0;0.0
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA GERAL;ALTA;223.0;0.0;0.0;0;0.0;223.0;223;0.0;0.0;0.0
2026/02;;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA PTERIGIO;ALTA;28.0;0.0;0.0;0;0.0;28.0;28;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA RETINOPATIA DIABÉTICA;ALTA;45.0;6.0;13.33;4;4.44;39.0;24;15.0;38.46;43.02
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;OFTALMOLOGIA;OFTALMOLOGIA RETINOPATIA FALCIFORME;ALTA;30.0;26.0;86.67;0;86.67;4.0;2;2.0;50.0;0.67
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2659832 / CENTRO DE REFERENCIA EM OFTALMOLOGIA UFG;CENTRAL;CENTRAL DE TRANSPLANTES;TRANSPLANTE DE CORNEA;ALTA;24.0;20.0;83.33;0;83.33;4.0;2;2.0;50.0;7.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2664836 / CENTRO ESTADUAL DE REF MED INTEGRATIVA E COMPLEMENTAR CREMIC;CENTRAL;CLINICA MÉDICA;CLINICA MEDICA PRATICAS INTEGRATIVAS;MEDIA;70.0;42.0;60.0;42;0.0;28.0;15;13.0;46.43;82.11
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2664836 / CENTRO ESTADUAL DE REF MED INTEGRATIVA E COMPLEMENTAR CREMIC;CENTRAL;CLINICA MÉDICA;NIR - CREMIC / PRATICAS INTEGRATIVAS;MEDIA;21.0;13.0;61.9;0;61.9;8.0;7;1.0;12.5;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;BIOMEDICO;BIOMÉDICO ACONSELHAMENTO GENÉTICO;ALTA;13.0;0.0;0.0;0;0.0;13.0;9;4.0;30.77;87.67
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;BUCO MAXILO FACIAL HOSPITALAR;BUCO MAXILO FACIAL HOSPITALAR GERAL;ALTA;40.0;0.0;0.0;0;0.0;40.0;36;4.0;10.0;6.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;CIRURGIA;CIRURGIA GERAL;ALTA;120.0;3.0;2.5;3;0.0;117.0;89;28.0;23.93;12.22
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;CIRURGIA PLASTICA;CIRURGIA PLASTICA GERAL;ALTA;6.0;0.0;0.0;0;0.0;6.0;5;1.0;16.67;1115.86
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;CIRURGIA VASCULAR;CIRURGIA VASCULAR VARIZES;ALTA;64.0;3.0;4.69;3;0.0;61.0;41;20.0;32.79;45.8
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;FISIATRIA;FISIATRIA REABILITAÇÃO FÍSICA;ALTA;110.0;1.0;0.91;1;0.0;109.0;54;55.0;50.46;160.1
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;FISIATRIA;FISIATRIA REABILITAÇÃO INTENSIVA;ALTA;14.0;4.0;28.57;2;14.29;10.0;8;2.0;20.0;7.2
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;NEUROLOGIA;NEUROLOGIA PEDIATRICA;ALTA;22.0;1.0;4.55;1;0.0;21.0;15;6.0;28.57;402.7
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;NEUROLOGIA;NEUROLOGIA REABILITAÇÃO INTELECTUAL;ALTA;7.0;1.0;14.29;1;0.0;6.0;5;1.0;16.67;282.29
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;NUTROLOGIA;NUTROLOGIA ADULTO;ALTA;1.0;0.0;0.0;0;0.0;1.0;0;1.0;100.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;OCI AVALIAÇÃO DIAGNÓSTICA EM ORTOPEDIA COM RECURSOS DE RADIOLOGIA;ALTA;28.0;1.0;3.57;1;0.0;27.0;20;7.0;25.93;164.64
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;OCI AVALIAÇÃO DIAGNÓSTICA ORTOPEDIA RECURSOS DE RADIOLOGIA E RNM;ALTA;12.0;0.0;0.0;0;0.0;12.0;7;5.0;41.67;799.56
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;OTORRINOLARINGOLOGIA;OCI AVALIAÇÃO INICIAL DIAGNÓSTICA DE DÉFICIT AUDITIVO;ALTA;16.0;1.0;6.25;1;0.0;15.0;8;7.0;46.67;393.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ODONTOLOGIA;ODONTOLOGIA PPNE INFANTIL;ALTA;26.0;0.0;0.0;0;0.0;26.0;24;2.0;7.69;0.96
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ONCOLOGIA CLINICA;ONCOLOGIA CLÍNICA ORTOPEDIA;ALTA;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;59.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA COLUNA;ALTA;25.0;0.0;0.0;0;0.0;25.0;20;5.0;20.0;624.68
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA FIXADOR EXTERNO;ALTA;4.0;0.0;0.0;0;0.0;4.0;4;0.0;0.0;50.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA MÃO E PUNHO;ALTA;45.0;0.0;0.0;0;0.0;45.0;37;8.0;17.78;247.29
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA OMBRO E COTOVELO;ALTA;86.0;1.0;1.16;1;0.0;85.0;57;28.0;32.94;157.55
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PEDIATRICA;ALTA;112.0;3.0;2.68;3;0.0;109.0;67;26.0;23.85;55.73
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA PÉ E TORNOZELO;ALTA;28.0;0.0;0.0;0;0.0;28.0;24;4.0;14.29;15.21
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA QUADRIL;ALTA;57.0;0.0;0.0;0;0.0;57.0;48;9.0;15.79;36.65
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA TRIAGEM CIRURGIA DE MÃO - CRER;ALTA;90.0;53.0;58.89;32;23.33;37.0;30;7.0;18.92;107.58
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA GERAL;ALTA;110.0;0.0;0.0;0;0.0;110.0;78;32.0;29.09;386.46
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA IMPLANTE COCLEAR;ALTA;6.0;0.0;0.0;0;0.0;6.0;4;2.0;33.33;103.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA REABILITAÇÃO AUDITIVA;ALTA;147.0;2.0;1.36;2;0.0;145.0;114;31.0;21.38;256.27
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2673932 / CRER CEN EST REAB READ DR HENRIQUE SANTILLO;CENTRAL;UROLOGIA;UROLOGIA GERAL;ALTA;44.0;3.0;6.82;3;0.0;41.0;27;14.0;34.15;7.57
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;267724 / CAD CENTRO DE ATENCAO A DIABETES;SUDOESTE I;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA DIABETES MELLITUS;ALTA;28.0;21.0;75.0;2;67.86;3.0;2;0.0;0.0;6.67
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814153 / HORMONAL LABORATORIO DE ANALISES E CITOPATOLOGIA;SUDOESTE I;NEUROLOGIA;NEUROLOGIA GERAL;ALTA;100.0;5.0;5.0;5;0.0;83.0;72;0.0;0.0;36.19
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;CIRURGIA;CIRURGIA GERAL;ALTA;40.0;0.0;0.0;0;0.0;30.0;25;5.0;16.67;17.45
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;CIRURGIA;CIRURGIA GERAL PEQUENA CIRURGIA;ALTA;24.0;0.0;0.0;0;0.0;18.0;14;4.0;22.22;0.6
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;ALTA;13.0;1.0;7.69;1;0.0;10.0;7;3.0;30.0;162.33
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;DERMATOLOGIA;DERMATOLOGIA GERAL;ALTA;173.0;2.0;1.16;2;0.0;124.0;99;25.0;20.16;12.07
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ENFERMEIRO;ENFERMEIRO - TRIAGEM PARA ONCOLOGIA;ALTA;41.0;35.0;85.37;0;85.37;5.0;3;0.0;0.0;2.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;FISIOTERAPIA;FISIOTERAPIA UROGINECOLOGICA;ALTA;20.0;0.0;0.0;0;0.0;20.0;6;4.0;20.0;191.17
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;GINECOLOGIA;GINECOLOGIA CIRURGICA;ALTA;80.0;26.0;32.5;0;32.5;32.0;29;3.0;9.38;4.81
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;GINECOLOGIA;GINECOLOGIA PATOLOGIA CERVICAL;ALTA;70.0;6.0;8.57;0;8.57;27.0;20;7.0;25.93;56.41
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;MASTOLOGIA;MASTOLOGIA GERAL;ALTA;8.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;OCI AVALIAÇÃO DIAGNÓSTICA - CÂNCER COLORRETAL;ALTA;20.0;0.0;0.0;0;0.0;20.0;15;5.0;25.0;55.47
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;OCI AVALIAÇÃO DIAGNÓSTICA INICIAL - CÂNCER DE MAMA;ALTA;30.0;0.0;0.0;0;0.0;30.0;26;4.0;13.33;11.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;OCI INVESTIGAÇÃO DIAGNÓSTICA - CÂNCER DE COLO DE ÚTERO;ALTA;24.0;24.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;OCI PROGRESSÃO DA AVALIAÇÃO DIAGNÓSTICA - CÂNCER DE MAMA II;ALTA;4.0;0.0;0.0;0;0.0;4.0;2;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;OCI PROGRESSÃO DA AVALIAÇÃO DIAGNÓSTICA - CÂNCER DE PRÓSTATA;ALTA;11.0;0.0;0.0;0;0.0;11.0;10;1.0;9.09;7.8
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA DERMATOLOGIA;ALTA;80.0;9.0;11.25;0;11.25;50.0;46;4.0;8.0;1.88
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA GERAL;ALTA;85.0;46.0;54.12;0;54.12;34.0;22;2.0;5.88;1.11
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA GINECOLOGIA;ALTA;8.0;2.0;25.0;0;25.0;6.0;6;0.0;0.0;3.2
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA MASTOLOGIA;ALTA;40.0;17.0;42.5;0;42.5;22.0;20;2.0;9.09;4.5
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLINICA UROLOGIA;ALTA;60.0;35.0;58.33;0;58.33;10.0;8;2.0;20.0;2.0
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLÍNICA CIRURGIA DE CABEÇA E PESCOÇO;ALTA;16.0;5.0;31.25;2;18.75;9.0;9;0.0;0.0;2.13
2026/02;COMPLEXO REGULADOR MUNICIPAL DE RIO VERDE;2814218 / HOSPITAL DO CANCER DE RIO VERDE;SUDOESTE I;ONCOLOGIA CLINICA;ONCOLOGIA CLÍNICA GASTROENTEROLOGIA;ALTA;8.0;5.0;62.5;0;62.5;1.0;1;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;CARDIOLOGIA;CARDIOLOGIA GERAL;MEDIA;71.0;9.0;12.68;9;0.0;62.0;35;27.0;43.55;3.37
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;CIRURGIA VASCULAR;CIRURGIA VASCULAR GERAL;MEDIA;20.0;4.0;20.0;3;5.0;16.0;4;12.0;75.0;5.07
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;COLOPROCTOLOGIA;COLOPROCTOLOGIA GERAL;MEDIA;60.0;5.0;8.33;5;0.0;55.0;37;18.0;32.73;5.69
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;DERMATOLOGIA;DERMATOLOGIA GERAL;MEDIA;90.0;50.0;55.56;24;28.89;40.0;25;15.0;37.5;7.83
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA GERAL;MEDIA;106.0;5.0;4.72;5;0.0;101.0;72;29.0;28.71;13.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;GASTROENTEROLOGIA;GASTROENTEROLOGIA GERAL;MEDIA;42.0;30.0;71.43;2;66.67;12.0;10;2.0;16.67;57.03
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;GINECOLOGIA;GINECOLOGIA GERAL;MEDIA;122.0;9.0;7.38;9;0.0;113.0;81;32.0;28.32;6.13
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;GINECOLOGIA;GINECOLOGIA TRANSEXUALIDADE;MEDIA;13.0;13.0;100.0;0;100.0;0.0;0;0.0;0.0;0.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;HEMATOLOGIA;HEMATOLOGIA GERAL;MEDIA;30.0;26.0;86.67;1;83.33;4.0;4;0.0;0.0;0.73
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;INFECTOLOGIA;INFECTOLOGIA GERAL;MEDIA;16.0;15.0;93.75;2;81.25;1.0;0;1.0;100.0;1.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;MASTOLOGIA;MASTOLOGIA GERAL;MEDIA;32.0;4.0;12.5;4;0.0;28.0;22;6.0;21.43;6.27
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;NEFROLOGIA;NEFROLOGIA DIÁLISE PERITONEAL;ALTA;1.0;0.0;0.0;0;0.0;1.0;1;0.0;0.0;23.0
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;NEFROLOGIA;NEFROLOGIA GERAL;MEDIA;40.0;2.0;5.0;2;0.0;38.0;20;18.0;47.37;227.67
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;NEFROLOGIA;NEFROLOGIA HEMODIÁLISE;ALTA;1.0;0.0;0.0;0;0.0;1.0;1;0.0;0.0;300.5
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;NEUROLOGIA;NEUROLOGIA GERAL;MEDIA;128.0;1.0;0.78;1;0.0;127.0;73;54.0;42.52;247.67
2026/02;COMPLEXO REGULADOR ESTADUAL CRE;2814382 / POLICLINICA ESTADUAL DA REGIAO DO ENTORNO FORMOSA;ENTORNO NORTE;OBSTETRÍCIA;OBSTETRÍCIA PRÉ NATAL DE ALTO RISCO;MEDIA;32.0;11.0;34.38;6;15.63;21.0;10;11.0;52.38;6.22
